pair_id,primary_barrier_openai,feasibility_openai,specific_conflict_openai,additional_barriers_openai,reasoning_openai,primary_barrier_claude,feasibility_claude,specific_conflict_claude,additional_barriers_claude,reasoning_claude,barrier_l1_openai,barrier_l1_claude
CPS_0062,TC.1,F3,"CPS asks about overtime in the last week, while ACS asks how many weeks the person worked in the past 12 months.",['CC.1'],The primary issue is the temporal reference period; CPS is point-in-time while ACS is retrospective over a year.,TC.1,F3,CPS asks about overtime in a single week; ACS asks about total weeks worked in past 12 months,['CC.1'],Temporal reference period mismatch (1 week vs 52 weeks) combined with construct difference. CPS measures weekly overtime behavior; ACS measures annual employment continuity/frequency. These are fundamentally different dimensions of work patterns.,TC,TC
CPS_0063,TC.1,F3,"CPS asks about overtime in the last week, while ACS asks about hours worked each week over the past 12 months.",['CC.1'],The primary issue is the temporal reference period; CPS focuses on a specific week while ACS averages over a year.,TC.1,F3,CPS asks about overtime in a single week; ACS asks about usual weekly hours averaged across weeks worked in past 12 months,['CC.2'],Temporal mismatch (1 week vs 12-month average) and operationalization difference. CPS captures actual overtime hours in one week; ACS captures usual/typical hours per week. These measure different aspects of work intensity.,TC,TC
CPS_0064,CC.2,F3,"CPS asks for additional hours worked, while ACS asks for usual hours worked per week.",['TC.1'],The primary issue is the operationalization of the concept; CPS measures additional hours while ACS measures usual hours.,CC.1,F3,CPS asks for ADDITIONAL hours worked (overtime/extra hours beyond usual); ACS asks for usual hours per week at current rate,['TC.2'],"Construct definition mismatch. CPS measures deviation from usual (additional/extra hours), while ACS measures the baseline usual hours. These are conceptually opposite—one is the delta, the other is the reference point.",CC,CC
CPS_0065,CC.2,F3,"CPS asks for additional hours worked, while ACS asks for usual hours worked per week.",['TC.1'],The primary issue is the operationalization of the concept; CPS measures additional hours while ACS measures usual hours.,CC.1,F3,CPS asks for ADDITIONAL hours worked (overtime/extra hours beyond usual); ACS asks for usual hours per week at current rate,['TC.2'],"Construct definition mismatch. CPS measures deviation from usual (additional/extra hours), while ACS measures the baseline usual hours. These are conceptually opposite—one is the delta, the other is the reference point.",CC,CC
CPS_0066,CC.2,F3,"CPS asks for additional hours worked, while ACS asks for usual hours worked per week.",['TC.1'],The primary issue is the operationalization of the concept; CPS measures additional hours while ACS measures usual hours.,CC.1,F3,CPS asks for ADDITIONAL hours worked (overtime/extra hours beyond usual); ACS asks for usual hours per week at current rate,['TC.2'],"Construct definition mismatch. CPS measures deviation from usual (additional/extra hours), while ACS measures the baseline usual hours. These are conceptually opposite—one is the delta, the other is the reference point.",CC,CC
CPS_0067,CC.2,F3,"CPS asks for additional hours worked, while ACS asks for usual hours worked per week.",['TC.1'],The primary issue is the operationalization of the concept; CPS measures additional hours while ACS measures usual hours.,CC.1,F3,CPS asks for ADDITIONAL hours worked (overtime/extra hours beyond usual); ACS asks for usual hours per week at current rate,['TC.2'],"Construct definition mismatch. CPS measures deviation from usual (additional/extra hours), while ACS measures the baseline usual hours. These are conceptually opposite—one is the delta, the other is the reference point.",CC,CC
CPS_0068,CC.2,F3,"CPS asks for additional hours worked, while ACS asks for an estimate of usual hours worked per week.",['TC.1'],The primary issue is the operationalization of the concept; CPS measures additional hours while ACS asks for an estimate of usual hours.,CC.1,F3,CPS asks for ADDITIONAL hours worked (overtime/extra hours beyond usual); ACS asks for usual hours per week (with estimation qualifier),['TC.2'],"Construct definition mismatch. CPS measures deviation from usual (additional/extra hours), while ACS measures the baseline usual hours. The ACS qualifier 'best estimate' does not resolve the fundamental conceptual difference.",CC,CC
CPS_0069,TC.1,F3,"CPS asks for additional hours worked, while ACS asks if the person worked every week in the past 12 months.",['CC.2'],The primary issue is the temporal reference period; CPS focuses on additional hours while ACS looks at a full year.,CC.1,F3,CPS asks for ADDITIONAL hours worked (overtime/extra hours in one week); ACS asks whether person worked every week in past 12 months,"['TC.1', 'CC.2']","Multiple barriers: temporal mismatch (1 week vs 52 weeks), construct mismatch (overtime hours vs employment continuity), and operationalization difference (actual hours vs yes/no work consistency). These measure entirely different dimensions.",TC,CC
CPS_0070,TC.1,F3,"CPS asks for additional hours worked, while ACS asks how many weeks the person worked in the past 12 months.",['CC.2'],The primary issue is the temporal reference period; CPS focuses on additional hours while ACS looks at weeks worked over a year.,CC.1,F3,CPS asks for ADDITIONAL hours worked (overtime/extra hours in one week); ACS asks for total weeks worked in past 12 months,"['TC.1', 'CC.2']","Multiple barriers: temporal mismatch (1 week vs 52 weeks), construct mismatch (overtime hours vs employment frequency), and operationalization difference (actual hours vs count of weeks). These measure entirely different dimensions of work patterns.",TC,CC
CPS_0071,TC.1,F3,"CPS asks for additional hours worked, while ACS asks for hours usually worked over a year.",[],The primary issue is a temporal reference mismatch; CPS focuses on additional hours while ACS captures usual hours over a longer period.,CC.2,F3,"CPS asks about ADDITIONAL hours (secondary job context), while ACS asks about usual hours per week during weeks worked (primary job context). These measure fundamentally different constructs.","['TC.1', 'CC.4']","The CPS question operationalizes supplementary work hours, while ACS operationalizes typical weekly hours in primary employment. These are distinct behavioral indicators that cannot be mechanically reconciled.",TC,CC
CPS_0072,TC.1,F2,"CPS asks about hours worked last week, while ACS asks about usual hours worked per week.",[],"The primary barrier is the temporal reference mismatch; CPS is point-in-time while ACS is about usual hours, requiring statistical adjustment.",TC.2,F2,"CPS asks about ACTUAL hours worked in a specific recent week (last week or week before last), while ACS asks about USUAL hours per week. One is actual/realized, the other is habitual/typical.",['TC.1'],"Temporal framing differs: CPS captures point-in-time actual behavior; ACS captures habitual/usual pattern. Statistical adjustment could estimate usual from actual, but requires assumptions about variability.",TC,TC
CPS_0073,TC.1,F2,"CPS asks about hours worked last week, while ACS asks about usual hours worked per week.",[],"The primary barrier is the temporal reference mismatch; CPS is point-in-time while ACS is about usual hours, requiring statistical adjustment.",TC.2,F2,"CPS asks about ACTUAL hours worked in a specific recent week (last week or week before last), while ACS asks about USUAL hours per week. One is actual/realized, the other is habitual/typical.",['TC.1'],"Temporal framing differs: CPS captures point-in-time actual behavior; ACS captures habitual/usual pattern. Statistical adjustment could estimate usual from actual, but requires assumptions about variability.",TC,TC
